DocumentName,ReportDT,JurisdictionName,OccurDt,FraudEntity,State_County,PayerName,FraudAmt,SettlementAmt,JailTime,FraudType,FraudTypeAll,CaseStatus,SchemeSummary
two-foreign-nationals-indicted-in-chicago-as-part-of-10m-health-care-fraud-scheme_81be99704a45.pdf,2026-02-12,"U.S. Attorney's Office, Northern District of Illinois; U.S. Department of Justice, Office of Public Affairs",2023 to 2024,"Burhan Mirza (organizer, Pakistani national); Kashif Iqbal (associated with durable medical equipment providers, money launderer); Mir Akbar Khan (recruiter/manager of nominee owners); Fasiur Rahman Syed (nominee owner); Navaid Rasheed (tracked fraud payments and disbursements)","Illinois - Cook County (Chicago); Illinois - DuPage County (West Chicago); Texas - Collin County (Lavon, Plano)",Medicare; private health care benefit programs (private insurers),10000000.0,,,Phantom Claims,Phantom Claims; Money laundering of proceeds; Ineligible provider enrollment; other,charged,"Defendants used nominee-owned laboratories and durable medical equipment companies, staffed with recruited straw owners, to submit roughly $10 million in claims to Medicare and private insurers for items and services never provided, using identifying information of patients, providers, and insurers obtained without their knowledge; proceeds were laundered and wired to Pakistan. Mirza and Iqbal are charged by indictment; three co-schemers (Khan, Syed, Rasheed) previously pleaded guilty and await sentencing."
two-georgia-men-charged-in-national-health-care-fraud-takedown_d6158d117d4a.pdf,2026-06-24,"U.S. Attorney's Office, Northern District of Georgia",2017-01 to 2025-04,"Murrell Carnel Rutledge, Jr. (owner of Rutledge Medical Associates); Lonnie Releford (purported licensed practical nurse); Rutledge Medical Associates",Georgia - Fulton County (Atlanta; East Point),Georgia Medicaid; Medicare,4300000.0,,,Phantom Claims,Phantom Claims; FakeEncounter; Falsify certificate; other,charged,"Rutledge, through his East Point medical practice, allegedly billed Georgia Medicaid for thousands of services never performed - nearly 900 claims for excision of complex pilonidal cysts, ~1,500 for incision and drainage of deep abscesses/hematomas, ~7,900 for extended face-to-face psychotherapy, and over 1,000 for medically unnecessary percutaneous allergy tests - seeking $4.3 million and receiving about $2.6 million. In a separate charge in the same announcement, Releford allegedly obtained nursing jobs at metro Atlanta hospitals and nursing homes by falsifying his education/credentials and stealing a real LPN's identity, causing providers to bill Medicare and Medicaid for services he was not licensed to perform; combined alleged proceeds across both defendants were $2.7 million."
two-healthcare-executives-convicted-for-exploiting-elderly-medicare-advantage-beneficiaries-in-34-million-frau_5a8c59ee5a57.pdf,2026-01-07,"U.S. Attorney's Office, Southern District of Florida",,Michael Kochen (owner of dozens of durable medical equipment companies); Sandro Herek (director of overseas call centers),Florida - Miami-Dade County (Miami),Medicare Advantage plans,34000000.0,,,FakeEncounter,FakeEncounter; kickback_Bribery For Referral; Falsify certificate,convicted at trial,"Kochen's DME companies and Herek's overseas (Egypt and other) call centers cold-called elderly Medicare Advantage beneficiaries with high-pressure telemarketing to push back, knee, shoulder and ankle braces regardless of medical necessity; physicians issued boilerplate authorizations based only on call recordings (often without speaking to the beneficiary), and Kochen paid kickbacks to telemedicine companies for the brace orders, yielding about $34 million in claims and over $17 million paid."
two-home-health-providers-agree-to-pay-702-541-to-resolve-self-referral-allegations_9ef0bd636963.pdf,2026-01-26,"U.S. Attorney's Office, Southern District of Florida",2017-02 to 2025-02,"Medical Services of America, Inc.; Traditional Home Care, Inc. d/b/a Community Home Health Services (home health providers)",Florida - Miami,Medicare,,702541.0,,kickback_Bribery For Referral,kickback_Bribery For Referral,civil settlement,"Home health providers allegedly paid bonuses to an employee based on the volume of Medicare patient referrals made by the employee's physician spouse, then furnished the referred designated health services and billed Medicare, in violation of the Stark Law; settlement of $702,541.20 includes $379,752 restitution, arising from a qui tam suit."
two-individuals-plead-guilty-to-68-million-fraud-scheme-at-brooklyn-based-adult-day-cares-and-home-health-care_bc8bc0b2df76.pdf,2026-01-15,"U.S. Attorney's Office, Eastern District of New York",2017-10 to 2024-07,Elaine Antao (marketer/recruiter); Manal Wasef (marketer/recruiter); Amran Hashmi; Joseph Helmy; Amal Ismail; Zakia Khan; Seema Memon; Happy Family Social Adult Day Care Center Inc.; Family Social Adult Day Care Center Inc.; Responsible Care Staffing Inc. (home health care fiscal intermediary),New York - Kings County (Brooklyn),Medicaid,68000000.0,1000000.0,,kickback_Bribery For Referral,kickback_Bribery For Referral; Phantom Claims; Money laundering of proceeds,pleaded guilty,"Antao and Wasef acted as marketers/recruiters who referred Medicaid recipients to two Brooklyn social adult day cares and a home health fiscal intermediary in exchange for kickbacks, and paid cash bribes to beneficiaries so that over $68 million in adult day care and home health services could be billed to Medicaid though not actually provided; multiple business entities were used to launder proceeds and generate cash for the bribes. Figures span the scheme; the two defendants agreed to forfeit approximately $1 million collectively, and five others previously pleaded guilty."
two-individuals-plead-guilty-to-68m-adult-day-care-fraud-scheme_446faf1fbb3e.pdf,2026-01-15,"U.S. Department of Justice, Criminal Division, Fraud Section; U.S. Attorney's Office, Eastern District of New York",2017-10 to 2024-07,Manal Wasef (marketer/recruiter); Elaine Antao (marketer/recruiter); Happy Family Social Adult Day Care Center Inc.; Family Social Adult Day Care Center Inc.; Responsible Care Staffing Inc. (home health care fiscal intermediary),New York - Kings County (Brooklyn),Medicaid,68000000.0,1000000.0,,kickback_Bribery For Referral,kickback_Bribery For Referral; Phantom Claims; Money laundering of proceeds,pleaded guilty,"Two Brooklyn marketers/recruiters referred Medicaid recipients to two social adult day care centers and a home health fiscal intermediary in exchange for kickbacks, and paid cash bribes to the beneficiaries themselves so that over $68 million in social adult day care and home health services could be billed to Medicaid though not actually provided; multiple business entities were used to launder proceeds and generate the cash for bribes. Both defendants agreed to forfeit approximately $1 million collectively, and they are the sixth and seventh individuals to plead guilty in the case."
two-men-sentenced-to-prison-for-identity-theft-and-fraud-conspiracy_4757c3c3c5b2.pdf,2026-06-30,"U.S. Attorney's Office, Northern District of New York",,Christopher Alexander Jr. (purchaser and user of fraudulent identification documents); Devin Latrell Coleman (supplier of fraudulent identification documents),New York - Onondaga County (Syracuse),,,45500.0,40,other,other,sentenced,"Coleman sold Alexander counterfeit driver's licenses, passport cards and Social Security cards bearing Alexander's photo with stolen victims' identifying information, and coached him via an encrypted messaging app on their use; Alexander used the documents to obtain bank loans, lines of credit and an apartment lease. Not a health care payer case - bank fraud and aggravated identity theft; restitution figures span both defendants ($30,500 for Alexander plus a $15,000 forfeiture judgment, with Coleman liable for $15,000 jointly and severally)."
two-pittsburgh-convenience-store-employees-charged-with-food-stamp-trafficking-as-part-of-nationwide-health-ca_b4107e6ffc8b.pdf,2026-06-23,"U.S. Attorney's Office, Western District of Pennsylvania",,Abdou Jallow (convenience store manager); Alicia Mastrantoni (store employee),Pennsylvania - Allegheny County (Pittsburgh),U.S. Department of Agriculture - Supplemental Nutrition Assistance Program (SNAP),550000.0,,,SNAP benefit trafficking,SNAP benefit trafficking; other,charged,"Jallow, the manager of a Pittsburgh convenience store, and Mastrantoni, an employee, allegedly exchanged customers' SNAP food-stamp benefits for cash (which many customers used to buy illegal drugs), concealing the transactions by entering fraudulent UPC codes on the store register; over $550,000 in SNAP benefits were allegedly trafficked. Charged by criminal complaint as part of the 2026 National Health Care Fraud Takedown."
two-queens-men-charged-with-120m-adult-day-care-and-pharmacy-fraud-on-medicare-and-medicaid_4cbff32e9f5a.pdf,2026-02-09,"U.S. Attorney's Office, Eastern District of New York; U.S. Department of Justice, Criminal Division, Fraud Section",2016 to 2026,"Inwoo Kim, aka 'Tony Kim' and 'Long Jin' (owner of pharmacy and two social adult day care centers - Z & W Empire Enterprise Inc. d/b/a Royal Adult Daycare and Happy Life Inc.); Daniel Lee, aka 'Daniel Yang' and 'Donghee Yang' (program director at Happy Life)",New York - Queens County (Flushing); New York - Kings County (Brooklyn),Medicare; Medicaid (New York),120000000.0,,,kickback_Bribery For Referral,kickback_Bribery For Referral; Phantom Claims; FakeEncounter,charged,"Defendants allegedly paid cash and supermarket gift certificates to Medicare beneficiaries and Medicaid recipients to induce them to fill prescriptions at Kim's pharmacy and to enroll at his social adult day care centers, then billed Medicare and Medicaid roughly $120 million for prescription drugs and day care services that were medically unnecessary, never provided, or induced by kickbacks - including day care claims exceeding the centers' permitted capacity. Cash for the bribes was withdrawn from bank accounts they controlled."
two-sentenced-to-prison-for-522m-genetic-testing-fraud-and-illegal-kickback-scheme-targeting-medicare-and-medi_b05f845d659c.pdf,2026-05-04,"U.S. Department of Justice, National Fraud Enforcement Division (Criminal Division, Fraud Section)",2018-01 to 2020-08,"Reyad Salahaldeen (controlled four laboratories); Mohamad Mustafa (co-owner/controller of Express Diagnostics and BioConfirm); Express Diagnostics, LLC; BioConfirm Laboratory USA, LLC; BioConfirm Laboratories, LLC; Tox Management, LLC; Tri-State Toxicology, LLC; Travores Wills (marketer); Elijua Watson (marketer); Diego Pancha Valencia (marketer); Shauntae Walker (nurse practitioner); Cassandra Latham (nurse practitioner); LaTosha McCune (marketer); Vinit Patel (physician); Jose Rodriguez Ospina (physician); Edward Giles (marketer); Derek McCune (marketer); Nelson Giraldo (physician)",Georgia (Buford; Duluth); New Jersey; Texas,Medicare; Medicaid; private health insurance companies,522000000.0,151940600.0,151,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Falsify certificate,sentenced,"Salahaldeen and Mustafa paid kickbacks and bribes to 'marketers' who solicited Medicare, Medicaid and privately insured beneficiaries by telemarketing, door-to-door and health fairs to collect insurance information and DNA swabs, then paid providers who never treated the patients to sign laboratory requisition forms for expensive cancer/pharmacogenetic tests; the four labs billed about $522 million and were paid about $84 million, with sham marketing contracts, invoices, falsified requisitions and letters of medical necessity used to disguise the kickbacks. Figures and sentences span both sentenced defendants plus eleven previously sentenced co-conspirators (longest of those, 46 months)."
u-s-attorney-039-s-office-announces-15-arrests-for-benefit-fraud_6654f0dbee77.pdf,2026-06-18,"U.S. Attorney's Office, District of Massachusetts",,"Heriberto Rodriguez; Mirian Chalas; Santo Escolastico Cuello; John Doe (identity unknown, Quincy, Mass.); John Doe (identity unknown); John Doe (identity unknown, Lynn, Mass.); John Doe (identity unknown); Mario Baez Romero; Richard Odelis Vallegas Nunez; Miguel Diaz Matos; Mitul Patel; Santo Tejada Sanchez; Jennifer Ferran; Owen Landry a/k/a 'Oski'; Yahaira Diaz Gomez",Massachusetts - Framingham; Worcester; Quincy; Somerville; Allston (Boston); Lynn; Haverhill; Mattapan (Boston); New Hampshire - Salem,MassHealth (Massachusetts Medicaid); SNAP (USDA); Social Security Administration; HUD; state unemployment benefits,1400000.0,,,Falsify certificate,Falsify certificate; Beneficiary eligibility fraud; Identity theft,charged,"Fifteen defendants, most alleged to be in the U.S. illegally and several living under stolen identities, allegedly submitted false statements and fraudulent applications - often using stolen Social Security numbers and fraudulent identification/passport documents - to enroll in and collect MassHealth (Medicaid), SNAP, Social Security disability, HUD housing and unemployment benefits for which they were ineligible, totaling more than $1.4 million across all defendants (individual MassHealth losses ranged from about $32,717 to $266,000). One defendant is charged in a related scheme staging a fake armed robbery so participants could claim U Visas as crime victims."
u-s-attorney-039-s-office-entered-settlements-exceeding-900-million-and-collected-over-70-million-in-civil-and_01c225a7f49f.pdf,2026-03-25,"U.S. Attorney's Office, District of Massachusetts",,Teva Pharmaceuticals; Raytheon Company; Insys Therapeutics (founder and six former executives),Massachusetts - Suffolk County (Boston),,,900000000.0,,kickback_Bribery For Referral,kickback_Bribery For Referral; other,civil settlement,"Fiscal Year 2025 collections roundup: the District of Massachusetts entered settlements exceeding $900 million, including a $425 million resolution with Teva Pharmaceuticals for paying kickbacks through two co-pay assistance foundations in violation of the Anti-Kickback Statute and False Claims Act (largest co-pay assistance settlement to date), and a $575 million criminal/civil resolution with Raytheon over defense contract fraud; the office also completed collection of $48,344,036 in criminal restitution for victims of the Insys Therapeutics health care racketeering conspiracy. Figures span multiple defendants and cases."
u-s-attorney-039-s-office-for-the-district-of-new-mexico-weekly-immigration-and-border-crimes-report_8516caa66f4e.pdf,2026-02-20,"U.S. Attorney's Office, District of New Mexico",,,New Mexico,,,,,other,other,charged,"Not a health care fraud case: weekly immigration enforcement statistics for the District of New Mexico (illegal reentry, alien smuggling, illegal entry charges), including an alien-smuggling case involving a tractor trailer stopped at the Las Cruces checkpoint. Health care fraud is mentioned only as a prior conviction category for some illegal-reentry defendants; no payer, scheme, or amount is described."
u-s-attorney-039-s-office-reaches-300-000-false-claims-act-settlement-with-clarksville-clinic-over-allegations_015cf27dbd49.pdf,2026-04-28,"U.S. Attorney's Office, Middle District of Tennessee",2020-01 to 2025-06,"Pitts Therapies, LLC d/b/a Cornerstone Pediatric Therapies (pediatric therapy clinic)",Tennessee - Montgomery County (Clarksville),TRICARE,,300000.0,,Unbundling,Unbundling; other,civil settlement,"Pediatric therapy clinic allegedly billed TRICARE for two units of a billing code per day per beneficiary when only one unit per day was allowed (2020 through October 2022), and billed two separate codes for services where only one code was payable ('unbundling') from 2020 through mid-2025; settled for $300,000 with no determination of liability."
u-s-attorney-announces-2-2-million-settlement-with-urologists-for-submitting-false-claims-to-medicare_8a930f560b9d.pdf,2026-06-25,"U.S. Attorney's Office, Southern District of New York",2011-01 to 2022-12,Dr. Robert Simon (New Jersey-based urologist); Dr. Nicole Fleischmann (New York-based urologist),New York; New Jersey,Medicare,,2213740.0,,FakeEncounter,FakeEncounter; Falsify certificate; Unbundling,civil settlement,"Two urologists billed Medicare for permanent implantations of InterStim sacral nerve stimulators without completing the preoperative percutaneous nerve evaluation testing and voiding diaries required by NCD 230.18, and implanted two devices bilaterally in the same procedure without justification; Simon additionally falsely documented successful PNE results, performed unnecessary battery/device replacement and revision surgeries, and double-billed Medicare for lead removal. Combined settlement of $1,112,695.88 (Simon) and $1,101,044.80 (Fleischmann) plus interest resolved a whistleblower False Claims Act suit joined by the government."
u-s-attorney-announces-additional-enforcement-action-as-part-of-national-effort-to-combat-electrical-stimulati_54dd1c93f126.pdf,2026-03-16,"U.S. Attorney's Office, Eastern District of Pennsylvania",2018,"Michael Glickert (chiropractor); Joseph Novof (physician, Medical Director); The Vanguard Clinic LLC (integrated chiropractic clinic); Fleur de Lis, LLC (Sanexas device distributorship)",Missouri - St. Louis,Medicare,,,,Falsify certificate,Falsify certificate; Billing non-covered services; FakeEncounter,charged,"United States filed a False Claims Act complaint alleging that a chiropractor developed and promoted nationwide a scheme to bill Medicare for RST-Sanexas neoGEN electrical nerve stimulation treatments and accompanying vitamin injections that are not reimbursable when furnished in outpatient clinics for pain, supplying coding instructions to other providers; the clinic's medical director falsely certified the vitamin injections as medically necessary without even knowing their ingredients, and billing continued after the defendants admitted the services were not covered."
u-s-attorney-joseph-nocella-jr-announces-new-leadership-for-the-offices-long-island-division-and-criminal-sect_26dc90eaae28.pdf,2026-04-06,"U.S. Attorney's Office, Eastern District of New York",,,,,,,,other,other,other,"Document is a personnel announcement naming new leadership for the U.S. Attorney's Office Long Island Division; it describes no specific charged fraud case, only referencing in passing a past healthcare/wire fraud conviction handled by an appointee."
u-s-attorney-leah-b-foley-announces-fraud-coordinators-and-benefit-amp-voter-fraud-team_a9b348ad0bcd.pdf,2026-03-26,"U.S. Attorney's Office, District of Massachusetts",,"Fifteen unnamed individuals charged since December 2025, including nine individuals charged on March 26, 2026 (one a Dominican national)",Massachusetts,Medicaid (MassHealth); SNAP (USDA); Social Security Administration,9000000.0,,,other,other; Identity theft benefit fraud,charged,"Announcement of a new Benefit and Voter Fraud Team; the office has charged 15 individuals with nearly $9 million in benefit fraud since December 2025, including nine defendants charged the same day for allegedly using stolen identities to collect nearly $300,000 in SNAP, Social Security and MassHealth benefits. Cases were developed from recipient data analysis showing the same identities drawing benefits simultaneously in two or more states/territories (e.g., roughly 495 identities receiving Massachusetts DTA SNAP benefits while also receiving SNAP in Puerto Rico in December 2024)."
u-s-attorney-moore-capito-announces-fraud-conspiracy-charges-against-sober-living-home-founder-and-spouse_69a9a3ca911a.pdf,2026-06-23,"U.S. Attorney's Office, Southern District of West Virginia",2016-01 to 2020-01,"Raymond C. ""Rocky"" Meadows II (founder and director, Lifehouse Inc.); Helen Crutcher Meadows (collector supervisor, Lifehouse Inc.); West Virginia Sleep Centers, LLC (sleep laboratory)",West Virginia - Cabell County (Huntington); West Virginia - Raleigh County (Beckley),Medicaid (West Virginia); Veterans Administration Community Health program,,120000.0,,Falsify certificate,Falsify certificate; Phantom Claims; FakeEncounter,charged,"Two separate matters announced together: Raymond and Helen Meadows were charged by criminal complaint with conspiracy to commit wire fraud for falsifying and submitting timesheets to a drug-testing laboratory for drug testing work never performed at Lifehouse Inc., a sober living program - including routinely billing 32 hours of overtime per week and hours logged while on out-of-state vacations - with the laboratory paying on those timesheets and then obtaining reimbursement from federal and state health care programs. Separately, West Virginia Sleep Centers LLC paid $120,000 to settle allegations it billed Medicaid and the VA Community Health program from January 1, 2016 through January 9, 2020 for sleep studies and polysomnogram reports prepared and signed by unqualified non-physician staff."
u-s-attorney-robert-frazer-announces-appointment-of-joyce-m-malliet-as-first-assistant-u-s-attorney_35a8524dd59b.pdf,2026-06-01,"U.S. Attorney's Office, District of New Jersey",,,,,,,,other,other,other,Not a fraud case: personnel announcement of the appointment of Joyce M. Malliet as First Assistant U.S. Attorney for the District of New Jersey.
u-s-attorneys-office-and-south-dakota-attorney-generals-office-hold-joint-press-conference-on-combating-govern_80dfc43110aa.pdf,2026-03-26,"South Dakota Attorney General's Office (with U.S. Attorney's Office, District of South Dakota)",,"Sharon Monson (owner, At Home Nursing)",South Dakota - Pierre (Hughes County),South Dakota Medicaid,588000.0,,,other,other; Falsify certificate,charged,"Sharon Monson, owner of At Home Nursing in Pierre, was indicted on five state felony counts for allegedly defrauding the South Dakota Medicaid Program of roughly $588,000, with charges of unlawful receipt of medical benefits, aggravated grand theft, perjury, and failure to maintain necessary records; the release does not describe the billing mechanics. This case is one of several federal and state fraud matters summarized in a joint press conference release, but it is the only health care payer case."
u-s-attorneys-office-announces-charges-against-three-defendants-in-the-eastern-district-of-virginia-as-part-of_917793c253d5.pdf,2026-06-23,"U.S. Attorney's Office, Eastern District of Virginia",,"Jair Barbour (qualified mental health provider); Mikia Noble (Chief Operating Officer, Advancing Communities Everywhere); Abdul Rehman Sirhandi (straw owner, Pulse Medical Supply)",Virginia - Henrico County; Virginia - Chesterfield County (North Chesterfield); Virginia - Loudoun County (Aldie),Virginia Medicaid; Medicare,50726298.0,,,Phantom Claims,Phantom Claims; Falsify certificate; FakeEncounter; other,charged,"Three separate EDVA defendants charged as part of the 2026 national takedown: Barbour allegedly submitted hundreds of falsified progress notes for mental health sessions that never occurred and overstated hours worked, billing Virginia Medicaid $345,670.93; Noble, COO of Advancing Communities Everywhere, allegedly conspired to bill approximately $49.6 million (about $38.6 million paid) in crisis mental health claims for low-income and homeless Medicaid recipients who never received or did not need the services; Sirhandi allegedly served as straw owner of DME company Pulse Medical Supply and conspired with others in Texas and Pakistan to submit about $780,627 in false Medicare claims, of which about $313,233 was paid. Figures span three defendants."
u-s-attorneys-office-collected-16-million-in-civil-and-criminal-actions-in-fiscal-year-2025_acc8d0f3d759.pdf,2026-01-23,"U.S. Attorney's Office, Eastern District of Missouri",,Michael McCormac (former owner of a mail order pharmacy),,Medicare; Missouri Medicaid; Ohio Medicaid,,1323318.0,,kickback_Bribery For Referral,kickback_Bribery For Referral,pleaded guilty,"In an annual collections announcement, the office reported recovering $1,323,318 from Michael McCormac, a former mail order pharmacy owner who pleaded guilty to two Anti-Kickback Statute counts for paying kickbacks to marketing companies to generate prescriptions for expensive medications billed to Medicare and the Missouri and Ohio Medicaid programs. The release separately notes about $2.9 million collected in an unrelated disability fraud case involving two Jefferson County chiropractors and more than two dozen patients."
u-s-attorneys-office-collects-nearly-200-million-in-criminal-and-civil-actions-in-fiscal-year-2025_3a5c3fb78099.pdf,2026-02-06,U.S. Attorney's Office for the Southern District of Florida,,Israel Guardarrama,Florida,,,1722080.0,,other,other,sentenced,"In a fiscal year 2025 debt-collection summary, the office reported that Israel Guardarrama was convicted of conspiracy to commit health care fraud and wire fraud and ordered to pay $1,722,080.27 in restitution; $1.4 million was recovered through a criminal restitution judgment lien foreclosure action against his homestead and rental properties. The document gives no detail on the billing mechanics or payer. (The same release also lists non-health-care collections against Issa Asad/Q Link Wireless and Michael Scott Segal.)"
u-s-attorneys-office-collects-over-10-million-in-fiscal-year-2025_83d198a1cf38.pdf,2026-01-08,"U.S. Attorney's Office, Western District of Virginia",,Duane Dixon (former doctor),Virginia - Central and Southwest Virginia,,,200000.0,,other,other,other,"Annual district collections announcement reporting $10,621,656.97 collected in FY2025; it notes $200,000 collected from the conviction of former doctor Duane Dixon, who concealed health care fraud and prescribed highly addictive opioid painkillers to at-risk patients at pain clinics in Central and Southwest Virginia. No billing mechanics or payer are described."
u-s-attorneys-office-collects-over-33m-in-fiscal-year-2025_4db793f648fc.pdf,2026-01-15,"U.S. Attorney's Office, District of Maine",,"SVCMC Inc., formerly known as Saint Vincents Catholic Medical Centers of New York",New York,U.S. Department of Defense (healthcare for retired military members and their families),,29000000.0,,Retention of overpayments,Retention of overpayments,civil settlement,"As part of a January 2025 False Claims Act agreement, SVCMC Inc. paid $29 million to resolve allegations that it knowingly retained erroneously inflated payments it received from the Department of Defense for healthcare services provided to retired military members and their families; the payment was among $29,563,154.06 collected jointly with other DOJ components in FY2025 reported by the District of Maine."
u-s-attorneys-office-for-the-middle-district-of-florida-charges-defendants-as-part-of-national-health-care-fra_8749761785d3.pdf,2026-06-26,"U.S. Attorney's Office, Middle District of Florida",2020 to 2025-06,"Leigh Tesar (nurse practitioner); Walter Presha, Jr. (nurse); Koby Evans (nurse); Leo Corrigan (corporation owner); Konstantin Braverman (kickback middleman); Lawrence Waldman (former sales representative, ASAP Labs); Rustam Abdaev (operator of Sunny and Recovery Inc.); Henry Garcia (owner, New Level 3 and On-Point Medical Alliance); Marc Vincent Pazienza (attorney); Laurent Cassagnol (VA employee); Heriberto L. Rivera (CEO, Family Integrative Medicine of Orlando, LLC)","Florida - Sarasota County (Sarasota); Florida - Manatee County (Ellenton, Bradenton); Florida - Hillsborough County (Tampa, Apollo Beach); Florida - Palm Beach County (Lake Worth); Florida - Miami-Dade County (Miami); Florida - Pasco County; Florida - Orange County; Florida - Lake County",Medicare; Medicare Advantage (Medicare Part C); Florida Medicaid; TRICARE; U.S. Department of Veterans Affairs,173286669.0,5000000.0,,kickback_Bribery For Referral,kickback_Bribery For Referral; FakeEncounter; Phantom Claims; Falsify certificate; Money laundering of proceeds,charged,"Combined Middle District of Florida takedown covering multiple schemes: nurse practitioner Tesar billed Medicare over $118 million in 18 months (about $61 million paid) for medically unnecessary or never-applied skin allografts and wound care on patients referred by nurses Presha and Evans in exchange for kickbacks; Corrigan bought Medicare beneficiary ID numbers to bill over $7.5 million for unrequested OTC COVID-19 tests and sold beneficiary data to labs for genetic testing, taking $1.7 million in kickbacks; Braverman brokered marketer lists of beneficiary data to providers who shipped unrequested COVID-19 tests, causing about 152,000 claims and $14.4 million in Medicare reimbursements with $1.5 million to him; Waldman paid kickbacks from ASAP Labs to physicians to sign requisitions for unnecessary genetic and respiratory tests billed to Medicare, Medicaid and TRICARE (pleaded guilty; $5 million FCA civil settlement); Abdaev used Sunny and Recovery Inc. plus stolen beneficiary and physician identifiers to bill Medicare Part C and Florida Medicaid over $19 million for DME braces never provided ($941,000 paid) and wired proceeds abroad; Garcia's DME companies used offshore call centers and sham telehealth physician orders to bill Medicare Advantage for unneeded braces, paying kickbacks per reimbursed order; Rivera paid VA employee Cassagnol about $175,172 to steer VA patients to FIMO, generating about $14 million in VA claims ($11.9 million paid); attorney Pazienza stole over $300,000 of clients' Medicare-fraud proceeds he claimed to safeguard and produced false documents to a grand jury. Figures span multiple defendants and schemes."
u-s-attorneys-office-hosts-health-care-fraud-consortium-workshop-with-federal-partners_05c3cefa2621.pdf,2026-05-05,"U.S. Attorney's Office, District of Nevada",,,Nevada - Clark County (Las Vegas),,,,,other,other,other,"Not a case: press release announcing a Health Care Fraud Consortium Workshop hosted by the U.S. Attorney's Office for the District of Nevada with HHS-OIG, FBI, IRS-CI, and the DOJ Criminal Division Fraud Section, discussing fraud trends, the West Coast Health Care Fraud Strike Force, and the Corporate Whistleblower Awards Pilot Program. No defendant, scheme, or loss amount is described."
u-s-attorneys-office-reports-more-than-4-3m-in-criminal-and-civil-collections-for-january-march_24caf34e06c3.pdf,2026-04-21,"U.S. Attorney's Office, Northern District of Ohio",,"MP Lab Solutions, LLC",Ohio - Highland Heights,Medicare,,200000.0,,Phantom Claims,Phantom Claims,civil settlement,"The USAO and HHS-OIG settled allegations that MP Lab Solutions, LLC of Highland Heights, Ohio submitted false claims to Medicare for over-the-counter COVID-19 test kits; the company paid the $200,000 settlement in full. (Document is a quarterly collections release; other listed matters were non-health-care cases.)"
u-s-attorneys-office-seeks-potential-victims-in-case-against-columbia-missouri-doctor_f0102093677f.pdf,2026-06-03,"U.S. Attorney's Office, Eastern District of Missouri",2019-05 to 2025-04,"Jonathan Wayne Morris (physician, clinic owner)",Missouri - Boone County (Columbia),Medicare; Missouri Medicaid,,,,FakeEncounter,FakeEncounter; other,charged,"Indictment alleges the physician billed Medicare and Missouri Medicaid for clinic services falsely listing himself as the rendering provider when the services were actually performed by assistant physicians (medical school graduates requiring supervision), and caused claims for controlled substance prescriptions issued outside the usual course of professional practice, including to patients with substance use disorders and individuals with whom he had sexual relations."
union-leaders-convicted-of-racketeering-fraud-and-embezzlement-of-union-dues_4490dc3b0689.pdf,2026-06-05,"U.S. Department of Justice, Criminal Division (Violent Crime and Racketeering Section) and U.S. Attorney's Office, District of Kansas",,"Newton Jones (former President, International Brotherhood of Boilermakers); Kateryna Jones (spouse of Newton Jones, union employee); William Creeden (former Secretary Treasurer); Lawrence McManamon (former Vice President)",Kansas; North Carolina - Chapel Hill (Orange County); Missouri - Kearney; Ohio - Rocky River,Boilermakers Union health and welfare benefit plan (private employee benefit plan),,,,Ineligible beneficiary health plan benefits,Ineligible beneficiary health plan benefits; other,convicted at trial,"Union officers were convicted of RICO, embezzlement, wire fraud and health care fraud for looting Boilermakers Union dues over roughly 15 years - over $5 million in luxury foreign travel, nearly $2 million in salary/benefits for no-show jobs (including ~$1.8 million to Newton Jones's wife), over $160,000 in personal restaurant charges, unearned vacation payouts, theft from the union retirement plan, and a $7 million unauthorized union loan to the Bank of Labor where two defendants held paid positions. The health care fraud count involved unearned health benefits provided through the union plan to Kateryna Jones, charged against Newton Jones, Kateryna Jones and Creeden; figures span multiple defendants and no separate health care fraud loss amount was stated."
united-states-announces-36-5-million-settlement-of-medicare-fraud-lawsuit-against-matrix-medical-network_ac178e68c035.pdf,2026-06-03,"U.S. Attorney's Office, Southern District of New York",2014 to 2019,"Community Care Health Network, LLC d/b/a Matrix Medical Network (health services company performing in-home assessments for Medicare Advantage Organizations)",Tennessee - Nashville (headquarters); New York - New York County (Southern District of New York),"Medicare (Medicare Advantage / Part C, via Medicare Advantage Organizations and CMS)",,36500000.0,,Upcoding,Upcoding; Falsify certificate,civil settlement,"Matrix conducted nurse-practitioner in-home 'health assessments' of Medicare Advantage members (paid $350-$450 per assessment by 30+ MAOs) and reported risk-adjusting diagnosis codes - proliferative diabetic retinopathy, drug-induced and rheumatoid polyneuropathy, atrial fibrillation, rheumatoid arthritis, COPD, and simple chronic bronchitis - that lacked supporting clinical information or diagnostic testing and were not reported by any treating provider, so the MAOs received inflated risk-adjusted capitated payments from CMS; a related whistleblower FCA suit was joined and Matrix entered a five-year Corporate Integrity Agreement."
